id,name,address,price,type1,type2,type3,type4,region,avg_price,simp_type,Districts,lon,lat
138,Woo Tung Yakiniku Dining Bar,"Shop F, G/F, Fu Fai Comm. Centre, 27 Hiller Street, Sheung Wan",$201-$400,Japanese,Roast Meat,,,Sheung Wan,150,Asian,Central and Western,114.1491375,22.2863943
139,y...NOT? Coffee Engineer,"Shop 5, G/F, Golden Centre, 188 Des Voeux Road Central, Sheung Wan",Below $50,Western,Cake,Takeaway,Coffee Shop,Sheung Wan,40,Western,Central and Western,114.1534815,22.2859518
140,Monsieur Chatte,"121 Bonham Strand, Sheung Wan",$51-$100,French,,,,Sheung Wan,75,Western,Central and Western,114.1505031,22.2862222
141,PHO 1 Vietnamese Restaurant,"Shop B, G/F, Arion Commerciai Centre, 2-12 Queen's Road West, Sheung Wan",Below $50,Vietnamese,Noodles/Rice Noodles,,,Sheung Wan,40,Asian,Central and Western,114.1483657,22.2863057
142,ShaKiYauHo,"Shop D, G/F., Fu Fai Commercial Centre, 27 Hillier Street, Sheung Wan",$51-$100,Japanese,Sushi/Sashimi,Takeaway,,Sheung Wan,75,Asian,Central and Western,114.1512376,22.2851701
143,Purple Tomato,"2 Jervois Street, Sheung Wan",Below $50,International,Takeaway,,,Sheung Wan,40,International,Central and Western,114.1526547,22.285079
144,McCafe,"G/F Enterance & 1/F, Loon Kee Building, 267-275 Des Voeux Road Central, Sheung Wan",Below $50,American,Bakery,Coffee Shop,,Sheung Wan,40,Western,Central and Western,44.1756548,15.3709734
145,The Mixing Bowl,"G/F, 5 Shin Hing Street, Sheung Wan",Below $50,Western,International,Bakery,Coffee Shop,Sheung Wan,40,Western,Central and Western,114.1522129,22.2840008
146,Old Place,"G/F, 138 Connaught Road Central, Sheung Wan",Below $50,Jingchuanhu,Hot Pot,Hot Chili Oil,Stir-Fry,Sheung Wan,40,Chinese,Central and Western,114.1433541,22.2883665
147,Hokkaido Dairy Farm Restaurant,"G/F, 8 Wing Lok Street, Sheung Wan, Sheung Wan",Below $50,Hong Kong Style,Dessert,Curry,Tea Restaurant,Sheung Wan,40,Hong Kong,Central and Western,114.1516985,22.2859926
148,Honeymoon Dessert,"Shop 4-8, G/F, Western Market, No. 323 Des Voeux Road, Sheung Wan",Below $50,Hong Kong Style,Dessert,Sweet Soup,,Sheung Wan,40,Hong Kong,Central and Western,114.1390025,22.2875567
149,McDonald's,"Shop 267, 2/F, Shun Tak Centre, 168-200 Connaught Road Central, Sheung Wan",Below $50,American,Hamburger,Fast Food,,Sheung Wan,40,Western,Central and Western,114.1518293,22.2878529
150,Petite Oyster,"G/F, 44 Sai Street, Sheung Wan",$201-$400,French,Western Restaurant,,,Sheung Wan,150,Western,Central and Western,114.1487834,22.2849039
151,Noodle and Dog,"237B Queen's Road, Sheung Wan",$51-$100,Hong Kong Style,American,Noodles/Rice Noodles,Takeaway,Sheung Wan,75,Hong Kong,Central and Western,114.17391,22.2744001
152,Crowd Restaurant,______________42__56__B__,Below $50,Hong Kong Style,Stir-Fry,,,Sheung Wan,40,Hong Kong,Central and Western,114.1928525,22.237195
153,Why 50,"Shop E, G/F, Fu Fai Commercial Centre, 27 Hillier Street, Sheung Wan",$51-$100,International,Sandwich,All Day Breakfast,Western Restaurant,Sheung Wan,75,International,Central and Western,114.1512376,22.2851701
154,Sun Yuen Restaurant,"G/F, 327-329 Queen's Road Central,, Sheung Wan",Below $50,Hong Kong Style,Chinese BBQ,Stir-Fry,Tea Restaurant,Sheung Wan,40,Hong Kong,Central and Western,114.1501448,22.2855997
155,Moon Palace,"Shop 3017, 3/F, Shun Tak Centre, 168-200 Connaught Road Central, Sheung Wan",$101-$200,Sichuan,Shanghai,Seafood,Fine Dried Seafood,Sheung Wan,300,Chinese,Central and Western,114.1518293,22.2878529
156,Fusion 5th Floor Friendly's Kitchen,"5/F, The Pemberton, 22-26 Bonham Strand East, Sheung Wan",$401-$800,International,Seafood,Western Restaurant,,Sheung Wan,600,International,Central and Western,114.1521281,22.2854991
157,Sushi Ginza Onodera,"Shop 1A,  Hollywood Centre, 77-91 Queen's Road West, Sheung Wan",Above $801,Japanese,Sushi/Sashimi,,,Sheung Wan,1200,Asian,Central and Western,114.1471171,22.2865395
158,Steam Cafe,"4/F, Si Toi Commercial Building, 62-63 Queen Street, Sheung Wan",$51-$100,Western,Western Restaurant,Coffee Shop,,Sheung Wan,75,Western,Central and Western,114.1470791,22.2880835
159,Bonheur,"6/F, The Pemberton, 22-26 Bonham Strand, Sheung Wan",$401-$800,French,Western Restaurant,,,Sheung Wan,600,Western,Central and Western,114.1521281,22.2854991
160,Chuk Yuen Seafood Restaurant,"G/F, 3 Connaught Road West, Sheung Wan",$201-$400,Guangdong,Seafood,Dim Sum,Stir-Fry,Sheung Wan,150,Hong Kong,Central and Western,114.1500824,22.287481
161,Cali-Mex,"G/F, 77 Wing Lok Street, Sheung Wan",$101-$200,American,Mexican,Takeaway,Western Restaurant,Sheung Wan,300,Western,Central and Western,114.1522086,22.2859739
162,Hana-Musubi,"Shop 231D, 2/F, Shun Tak Centre,168-200 Connaught Road, Sheung Wan",Below $50,Japanese,Sushi/Sashimi,Takeaway,,Sheung Wan,40,Asian,Central and Western,114.13845,22.287828
163,Mymy Caffe,"Room 401, Hing Lung Commercial Building, 68-74 Bonham Strand East, Sheung Wan",Below $50,Italian,Coffee Shop,,,Sheung Wan,40,Western,Central and Western,114.1507495,22.2859065
164,Shung Hing Chiu Chow Restaurant,"G/F, 33 Queen's Road West, Sheung Wan",$101-$200,Chiu Chow,Seafood,Stir-Fry,Group Dining,Sheung Wan,300,Chinese,Central and Western,114.1482725,22.2867815
165,Maxim's Cake Shop,"Shop SHW 6, Sheung Wan MTR Station, Sheung Wan",Below $50,Hong Kong Style,Bakery,,,Sheung Wan,40,Hong Kong,Central and Western,114.1491375,22.2863943
166,Sai Yung Kee,"G/F, 129 Bonham Strand, Sheung Wan",Below $50,Guangdong,Noodles/Rice Noodles,Wonton/Dumpling,,Sheung Wan,40,Hong Kong,Central and Western,114.1504852,22.2863658
167,Maxim's Hong Kong Day,"G/F, Sun House, 90 Connaught Road C, Sheung Wan",Below $50,Hong Kong Style,Tea Restaurant,,,Sheung Wan,40,Hong Kong,Central and Western,114.1541095,22.286128
168,Mrs. Pound,"G/F, 6 Pound Lane, Sheung Wan",$101-$200,Thai,Singaporean,Indonesian,Western Restaurant,Sheung Wan,300,Asian,Central and Western,114.1479822,22.2851151
169,FOODBOX,"G/F, 14 Bonham Strand, Sheung Wan",$51-$100,Western,Hamburger,Takeaway,,Sheung Wan,75,Western,Central and Western,114.1524241,22.2854323
170,Pacific Coffee Company,"Shop 101~102, 1/F, Infinitus Plaza, 199 Des Voeux Road, Sheung Wan",Below $50,Western,Salad,Cake,Coffee Shop,Sheung Wan,40,Western,Central and Western,114.1427782,22.287981
171,China Dragon Arts,"Shop A, G/F, Unionway Commercial Centre, 283 Queen's Road Central, Sheung Wan",Below $50,Hong Kong Style,Snack Shop & Deli,,,Sheung Wan,40,Hong Kong,Central and Western,114.1427683,22.2869279
172,Cafe Queen,"Shop A, G/F., Tern Centre, 237 Queens Road Central, Sheung Wan, Sheung Wan",Below $50,Italian,Western,Bakery,Coffee Shop,Sheung Wan,40,Western,Central and Western,114.1491375,22.2863943
173,Pasta Club,"G/F, 15 Burd Street, Sheung Wan",$51-$100,Italian,Dessert,,,Sheung Wan,75,Western,Central and Western,114.1514553,22.285218
174,Korean Garden Restaurant,"2/F, 247 Des Voeux Rd C,, Sheung Wan",$101-$200,Korean,,,,Sheung Wan,300,Asian,Central and Western,114.1413369,22.2880151
175,Thai Smile,"G/F, 80 Wing Lok Street, Sheung Wan",Below $50,Thai,Curry,Takeaway,,Sheung Wan,40,Asian,Central and Western,114.1511257,22.2863321
176,Mrs Fields Cookies,"Shop 10, MTR Station, Sheung Wan",Below $50,Western,Takeaway,,,Sheung Wan,40,Western,Central and Western,114.1491375,22.2863943
177,Harvester,________________________A-B__,$51-$100,International,Vegetarian,Stir-Fry,,Sheung Wan,75,International,Central and Western,114.174695,22.2783151
178,Arome Bakery,"Shop 232, 2/F, Shuk Tak Centre, 168-200 Connaught Road Central, Sheung Wan",Below $50,Western,Bakery,,,Sheung Wan,40,Western,Central and Western,114.1518293,22.2878529
179,Le Velo - The Baker,____________74-77____________________A__,Below $50,Western,Coffee Shop,,,Sheung Wan,40,Western,Central and Western,114.119859,22.3677374
180,Patisserie L,"Rm 503, 5/F, Cheung's Building, 1-3 Wing Lok Street, Sheung Wan",$51-$100,French,Cake,Coffee Shop,Upper-floor Cafe,Sheung Wan,75,Western,Central and Western,114.1538818,22.2856373
181,Fu Sing Shark Fin Seafood Restaurant,"1/F, Grand Millennium Plaza, 181 Queen's Road Central, Sheung Wan",$101-$200,Guangdong,Seafood,Fine Dried Seafood,Dim Sum,Sheung Wan,300,Hong Kong,Central and Western,114.1536916,22.2851582
182,Cookie Galerie,"G/F, 8 Jervois Street, Sheung Wan",$51-$100,Western,Bakery,,,Sheung Wan,75,Western,Central and Western,114.152721,22.2852068
183,Classified,"G/F, 108 Hollywood Road, Sheung Wan",$101-$200,Western,Meatless Menu,All Day Breakfast,Western Restaurant,Sheung Wan,300,Western,Central and Western,114.1507624,22.2838252
184,Golden Island,"G/F, 3 Jervois Street, Sheung Wan",Below $50,Hong Kong Style,,,,Sheung Wan,40,Hong Kong,Central and Western,114.1525782,22.2852784
185,Tin Lok Bakery,"G/F, 63 Wing Lok Street, Sheung Wan",Below $50,Hong Kong Style,Bakery,,,Sheung Wan,40,Hong Kong,Central and Western,114.1525619,22.2858139
186,Katong Laksa Prawn Mee,"G/F, No. 8 Ma Sha Street, Sheung Wan",$51-$100,Singaporean,Noodles/Rice Noodles,,,Sheung Wan,75,Asian,Central and Western,114.1630426,22.3301082
187,May May Restaurant,"44 Bonham Strand, Sheung Wan",Below $50,Hong Kong Style,Tea Restaurant,,,Sheung Wan,40,Hong Kong,Central and Western,114.1514837,22.2857332
188,Urban Park,"Shop 3-5, 2/F, Nan Fung Tower, 88 Connaught Road Central, Sheung Wan",$201-$400,Italian,International,Sandwich,Hamburger,Sheung Wan,150,Western,Central and Western,114.1457616,22.288263
189,Yumemiya,"Shop G & H, G/F, Kai Tak Commercial Building, 317-321 Des Voeux Road Central, Sheung Wan",$51-$100,Japanese,,,,Sheung Wan,75,Asian,Central and Western,72.0772755,33.532918
190,Juk Kin Baked Rice,"2 Mercer Street, Sheung Wan",Below $50,Hong Kong Style,Tea Restaurant,,,Sheung Wan,40,Hong Kong,Central and Western,114.1519781,22.2856624
191,Starbucks Coffee,"G/F, Finance Building, 254 Des Voeux Road Central, Sheung Wan",Below $50,American,Salad,Coffee Shop,Casual Drink,Sheung Wan,40,Western,Central and Western,114.1519024,22.2864095
192,NINOEN Japanese Take-Away Shop,"Shop C, G/F, Gold Shine Tower, 346-348 Queen's Road Central, Sheung Wan",Below $50,Japanese,Curry,Sushi/Sashimi,Skewer,Sheung Wan,40,Asian,Central and Western,114.1494005,22.2858094
193,UCC Ferie,"Units 206-207, 2/F., Low Block, Grand Millennium Plaza, 181 Queen's Road Central,, Sheung Wan",$101-$200,Western,Coffee Shop,Yoshoku,Casual Drink,Sheung Wan,300,Western,Central and Western,114.1533557,22.2851111
194,Starbucks Coffee,"Shop nos. G61-62, G/F., Midland Centre,328 Queen's Road West, Sheung Wan",Below $50,American,Salad,Coffee Shop,Casual Drink,Sheung Wan,40,Western,Central and Western,114.1413729,22.2869215
195,La Rotisserie,"G/F, 33 Hillier Street, Sheung Wan",$51-$100,French,Takeaway,,,Sheung Wan,75,Western,Central and Western,114.1509216,22.284786
196,Marks & Spencer Food Store Marks & Spencer,"Shop 206-209, 2/F., Shun Tak Centre, 200 Connaught Road Central, Sheung Wan",$51-$100,Western,International,Bakery,Ice Cream/yogurt,Sheung Wan,75,Western,Central and Western,114.1515269,22.28801
197,Triple King Cafe,"Room 203, 2/F, Cheung's Building, 1-3 Wing Lok Street, Sheung Wan",$51-$100,Western,Upper-floor Cafe,,,Sheung Wan,75,Western,Central and Western,114.1538818,22.2856373
198,Kin Kee Coffee,"Shop CF6, Cooked Food Centre, 2/F, Sheung Wan Municipal Services Building And Civic Centre, 345 Queen's Road Central, Sheung Wan",Below $50,Hong Kong Style,,,,Sheung Wan,40,Hong Kong,Central and Western,114.1497606,22.2861929
199,Fung Shing Restaurant,"G/F, Hongway Garden, 7 On Tai Street,, Sheung Wan",$101-$200,Guangdong,Shunde,Dim Sum,Dim Sum Restaurant,Sheung Wan,300,Hong Kong,Central and Western,114.1497306,22.2872027
200,Ying Kee Hotpot Seafood Restaurant,"G/F, 19 Wilmer Street, Sheung Wan",$101-$200,Guangdong,Hot Pot,Soup,Dim Sum,Sheung Wan,300,Hong Kong,Central and Western,114.145024,22.288247
201,Saffron Bakery Cafe,"G/F., 24 Square Street, Sheung Wan",Below $50,Western,Bakery,Coffee Shop,,Sheung Wan,40,Western,Central and Western,114.1494331,22.2842819
202,Just Coffee,"Shop B, G/F, 16 Tai Ping Shan Street, Sheung Wan",Below $50,Western,Bakery,Dessert,Coffee Shop,Sheung Wan,40,Western,Central and Western,114.1484654,22.2846105
203,Lee Fa Yuen Korea House Restaurant Ltd,"2/F, The Pemberton, 22-26 Bonham Strand, Sheung Wan",$101-$200,Korean,,,,Sheung Wan,300,Asian,Central and Western,114.1521281,22.2854991
204,Thai & Vietnam Cusine,"Shop CF4 Queen Street Market, 1 Queen Street, Sheung Wan",Below $50,Vietnamese,Thai,,,Sheung Wan,40,Asian,Central and Western,114.1470024,22.2871841
205,The Mandarin House,"8/F, Champion Building, 287-291 Des Voeux Road, Sheung Wan",$101-$200,Guangdong,Stir-Fry,Dim Sum Restaurant,Club House,Sheung Wan,300,Hong Kong,Central and Western,114.151283,22.2870809
206,West Villa Restaurant,"G/F, No. 16-20 Bonham Strand,, Sheung Wan",$201-$400,Guangdong,Dim Sum,Stir-Fry,Dim Sum Restaurant,Sheung Wan,150,Hong Kong,Central and Western,114.1522814,22.2853971
207,Mos Burger,"G/F., 338 Apartment , 338 Queen's Road Central, Sheung Wan",Below $50,Japanese,Hamburger,Fast Food,,Sheung Wan,40,Asian,Central and Western,114.1411645,22.2869285
208,The Blackstar Kitchen And cockails,"G/F, 81 Wing Lok Street, Sheung Wan",$101-$200,Western,Wine/Cigar,Western Restaurant,Bar,Sheung Wan,300,Western,Central and Western,114.1521201,22.2860468
209,Anything But Salads,"Shop B, G/F, 14 Tai Ping Shan Street, Sheung Wan",$51-$100,Western,Dessert,Ice Cream/yogurt,Cake,Sheung Wan,75,Western,Central and Western,114.1484654,22.2846105
210,VONA Bar,"G/F, 111 Queen's Road West, Sheung Wan",$101-$200,Western,Wine/Cigar,,,Sheung Wan,300,Western,Central and Western,114.1466564,22.2863368
211,La Sandwicherie,"G/F, Manhattan Avenue, 255 Queen's Road Central, Sheung Wan",$51-$100,French,Bakery,Takeaway,,Sheung Wan,75,Western,Central and Western,114.1512301,22.28464
212,Lao Fo Ye Restaurant,"G/F, 21-24 Connaught Road West, Sheung Wan",$201-$400,Guangdong,Hong Kong Style,Western,Stir-Fry,Sheung Wan,150,Hong Kong,Central and Western,114.149144,22.2877449
213,Hakodate Japanese Restaurant,"G/F, 15 Hillier Street, Sheung Wan",$101-$200,Japanese,Ramen,,,Sheung Wan,300,Asian,Central and Western,114.151475,22.285499
214,Pacific Coffee Company,"Shop nos 1 & 3-5, Hollywood Centre, 233 Hollywood Road, Sheung Wan",Below $50,Western,Salad,Cake,Coffee Shop,Sheung Wan,40,Western,Central and Western,-73.6060523,40.7807398
215,Oui French Private Kitchen,"4/F, Cheungs Building, 1-3 Wing Lok Street, Sheung Wan",$201-$400,French,,,,Sheung Wan,150,Western,Central and Western,114.1538818,22.2856373
216,Chautari Restaurant,"Shop CF6, Food Market, 1 Queen's Road, Sheung Wan",Below $50,Indian,,,,Sheung Wan,40,South Asian,Central and Western,114.1476807,22.2870208
217,Yoshinoya,"Shop 322, 3/F, Shun Tak Centre, 168-200 Connaugh Road Central, Sheung Wan",$51-$100,Japanese,Fast Food,,,Sheung Wan,75,Asian,Central and Western,114.1491375,22.2863943
218,Fairwood,"G/F,  China Insurance Group Building, Connaught Road, Sheung Wan",Below $50,Hong Kong Style,Fast Food,,,Sheung Wan,40,Hong Kong,Central and Western,114.1477139,22.2884175
219,Pacific Coffee Company,"Shop 278, 2/F Shun Tak Centre, 168-200 Connaught Road, Sheung Wan",Below $50,Western,Salad,Cake,Coffee Shop,Sheung Wan,40,Western,Central and Western,114.13845,22.287828
220,Hainan Restaurant,"G/F, 130-131 Connaught Road Central, Sheung Wan",Below $50,Singaporean,Curry,Tea Restaurant,,Sheung Wan,40,Asian,Central and Western,114.15193,22.287079
221,Ajisen Ramen,"Shop 231B, 2/F, Shun Tak Centre, 168-200 Connaught Rd, Sheung Wan",$51-$100,Japanese,Ramen,,,Sheung Wan,75,Asian,Central and Western,114.13845,22.287828
222,Cafe Okay,"Shop 3002-3&3005, Macau Square, 3/F, Shun Tak Centre, 168-200 Connaught Road Central, Sheung Wan",$51-$100,Western,Hamburger,,,Sheung Wan,75,Western,Central and Western,-79.0823418,36.7815202
223,Don Buri Kings,"G/F, Manhattan Avenue, 255 Queen's Road Central, Sheung Wan",$51-$100,Japanese,Takeaway,,,Sheung Wan,75,Asian,Central and Western,114.1512301,22.28464
224,ZOO,"G/F, 33 Jervois Street, Sheung Wan",$101-$200,Western,,,,Sheung Wan,300,Western,Central and Western,114.1518561,22.2850927
225,The Cottage Gastropub,"G/F, 87-89 Jervois Street (on Cleverly Street), Sheung Wan",$201-$400,British,American,Western Restaurant,Bar,Sheung Wan,150,Western,Central and Western,114.1512383,22.2861358
226,Western Papa,"G/F, 304-306 Des Voeux Road, Sheung Wan",$51-$100,Western,Western Restaurant,,,Sheung Wan,75,Western,Central and Western,114.1507549,22.286675
227,Simple Way,"G/F., 33 Wing Wo Street, Sheung Wan",$51-$100,Japanese,Udon,Yoshoku,,Sheung Wan,75,Asian,Central and Western,114.154028,22.285716
228,Orchid Padara Bakery,"Shop SHW2, Sheung Wan MTR Station, Sheung Wan",Below $50,Hong Kong Style,Bakery,,,Sheung Wan,40,Hong Kong,Central and Western,114.1491375,22.2863943
229,Bubba Gump,"Shop 304-305, 3/F, The Peak Tower, 128 Peak Road, The Peak",$201-$400,American,Seafood,Hamburger,Salad,The Peak,150,Western,Central and Western,114.1497747,22.2712961
230,Cafe Deco,"Shop 101&201,Levels 1 & 2, The Peak Galleria, 118 Peak Road, The Peak",$401-$800,Western,Meatless Menu,Western Restaurant,,The Peak,600,Western,Central and Western,144.9404893,-37.8409565
231,The Peak Lookout,"121 Peak Road, The Peak",$401-$800,International,BBQ,Western Restaurant,Special Occasion Dining,The Peak,600,International,Central and Western,114.1493835,22.2709975
232,Wildfire,"Shop 2, 1/F, The Peak Tower, 128 Peak Road, The Peak",$101-$200,Italian,Western,Wine/Cigar,Vegetarian,The Peak,300,Western,Central and Western,114.1497747,22.2712961
233,Tsui Wah Restaurant,"Shop 1A, G/F, The Peak Galleria, 118 Peak Road, The Peak",$51-$100,Hong Kong Style,Meatless Menu,Tea Restaurant,Food Wise Eateries,The Peak,75,Hong Kong,Central and Western,114.1496948,22.270435
234,H agen-Dazs,"Shop 2, G/F, Peak Galleria, 118 Peak Road, The Peak",$51-$100,Western,Ice Cream/yogurt,,,The Peak,75,Western,Central and Western,114.1496948,22.270435
235,Happy Lab,"Store 40, 1/F, Peak Galleria Shopping Centre, 118 Peak Road, The Peak",Below $50,Australian,Dessert,,,The Peak,40,Western,Central and Western,114.1496948,22.270435
236,Starbucks Coffee,"Shop 7, G/F, Peak Galleria, 118 Peak Road, Peak, The Peak",Below $50,American,Salad,Coffee Shop,Casual Drink,The Peak,40,Western,Central and Western,114.1587983,22.2632478
237,Spaghetti 360360,__________118__________2__20____,$101-$200,Italian,Western Restaurant,,,The Peak,300,Western,Central and Western,114.0469186,22.476064
238,Bao Dim Sin Seng,"Shop 10-10A, Level 2, The Peak Galleria, 118 Peak Road, The Peak",Below $50,Hong Kong Style,Chinese Buns,Snack Shop & Deli,,The Peak,40,Hong Kong,Central and Western,114.1496948,22.270435
239,K ssen 85,"L2, The Peak Galleria, 118 Peak Road, The Peak",Below $50,Western,Chocolate/Candy Shop,,,The Peak,40,Western,Central and Western,114.1499953,22.2703652
240,Tai Cheong Bakery,"Shop 19, 2/F, The Peak Galleria, 118 Peak Road, The Peak",Below $50,Hong Kong Style,Bakery,,,The Peak,40,Hong Kong,Central and Western,114.1496948,22.270435
241,Pho Yummee,"Shop 19-21, 1/F, Peak Galleria Shopping Centre, 118 Peak Raod, The Peak",Below $50,Vietnamese,Noodles/Rice Noodles,Herbal Cuisine,Outdoor,The Peak,40,Asian,Central and Western,114.1587983,22.2632478
242,La Madeleine De Proust,"1/F, The Peak Galleria, 118 Peak Road, The Peak",Below $50,Chocolate/Candy Shop,,,,The Peak,40,Others,Central and Western,114.1499953,22.2703652
243,McDonald's,"Shop 11, 2/F, Peak Galleria, Peak Road,, The Peak",Below $50,American,Hamburger,Fast Food,,The Peak,40,Western,Central and Western,114.1604659,22.2667852
244,Pacific Coffee Company,"Peak Tower, The Peak",Below $50,Western,Salad,Cake,Coffee Shop,The Peak,40,Western,Central and Western,114.150233,22.271121
245,D lifrance,"Shop 6, G/F, Peak Galleria, 118 Peak Road, Peak, The Peak",Below $50,French,Fast Food,Coffee Shop,,The Peak,40,Western,Central and Western,114.1587983,22.2632478
246,Cookie Galerie,"Shop 13,2/F., The Peak Galleria, 118 Peak Road, The Peak",$51-$100,Western,Bakery,,,The Peak,75,Western,Central and Western,114.1496948,22.270435
